target_type,target_id,decision,rationale,reviewer,decision_version
candidate_match,44d304a7-151a-591a-9b1c-8a82efa5f6f5,rejected,"Official LoC OCR lists separate people named James Cornelius and Daniel Crute; it does not identify James B Daniel. This is an adjacent-token collision with no OSS or Box 166 bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,3343d098-ec3e-5e59-8a80-463398dfad52,rejected,"Official LoC OCR lists separate sons named James Anthony, Daniel, and George Rose; it does not identify James B Daniel. This is an adjacent-token collision with no OSS or Box 166 bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,9114bb5f-de0c-5c1a-b432-4459b4e157ea,rejected,"Official LoC OCR names James McDaniel, not James B Daniel. The surname differs and the item supplies no OSS, Box 166, occupation, or identity bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,0632050e-7f32-5e0c-9148-eab4e55baeda,rejected,"Official LoC OCR names a Staff Sergeant James B. Daniel of Charlottesville in a 1948 remains-return notice. The common-name item supplies no private identifier, OSS context, Box 166 link, pre-OSS employment, or second corroborating identifier, so it cannot be assigned to the indexed person.",Codex archival review,before-oss-batch525-v1
candidate_match,ce9867eb-658e-5c40-bcad-4da55ff644f3,rejected,"Official LoC OCR identifies Reverend James D. Daniel as a Key West pastor. The middle initial conflicts with the indexed B and the item provides no OSS, Box 166, or private-identifier bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,f514188b-3341-59a2-bc96-3f16421be445,rejected,"Official LoC OCR places John Ahrens beside Daniel McCansker in an 1875 name list; it does not identify John F Daniel. This is an adjacent-token collision predating the relevant generation.",Codex archival review,before-oss-batch525-v1
candidate_match,631b760d-fd47-5277-995f-1130e39f7df3,rejected,"Official LoC OCR contains separate references to John and Daniel Smith or Daniel Moore; it does not identify John F Daniel and supplies no OSS or Box 166 bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,0bc089cc-174d-51a4-ab47-3c36de0e16f2,rejected,"Official LoC OCR lists people named Daniel and John within 1899 family notices; it does not identify John F Daniel. This is an adjacent-token collision predating the relevant generation.",Codex archival review,before-oss-batch525-v1
candidate_match,ce74501b-d6ed-588d-8400-4f51a0870bae,rejected,"Official LoC OCR names Daniel Sawyer and John Costar as different patrol boys; it does not identify John F Daniel and supplies no OSS or Box 166 bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,743c6f99-921e-57d3-8597-3aae0db740b3,rejected,"Official LoC OCR identifies John B. Daniel in a 1912 truss-fitting advertisement. The middle initial conflicts with the indexed F and the item supplies no OSS, Box 166, or officer-identity bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,e2ef2838-b56a-5e12-b435-4bacbfdf5c51,rejected,"Official LoC OCR places John Ahrens beside Daniel McCansker in an 1875 name list; it does not identify John W Daniel. This is an adjacent-token collision predating the relevant generation.",Codex archival review,before-oss-batch525-v1
candidate_match,0694044d-ba79-5d7f-871c-6877c56502c1,rejected,"Official LoC OCR contains separate references to John and Daniel Smith or Daniel Moore; it does not identify John W Daniel and supplies no OSS or Box 166 bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,9e71776f-e1e8-585b-ae2c-beeca7b4c494,rejected,"Official LoC OCR lists people named Daniel and John within 1899 family notices; it does not identify John W Daniel. This is an adjacent-token collision predating the relevant generation.",Codex archival review,before-oss-batch525-v1
candidate_match,423612f9-ad15-520c-8f23-e1a10a1d1646,rejected,"Official LoC OCR names Daniel Sawyer and John Costar as different patrol boys; it does not identify John W Daniel and supplies no OSS or Box 166 bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,1d3c0a5f-7430-5e66-8d3b-bd99dd2793c3,rejected,"Official LoC OCR identifies John B. Daniel in a 1912 truss-fitting advertisement. The middle initial conflicts with the indexed W and the item supplies no OSS, Box 166, or identity bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,9e314ce3-02fd-528f-b036-336b0d985f64,rejected,"Official LoC OCR lists Dorris and Margaret Daniel as parents in a 1940 birth notice. The common-name notice supplies no middle identifier, OSS context, Box 166 link, occupation, or other evidence tying the woman to the indexed person.",Codex archival review,before-oss-batch525-v1
candidate_match,ac1c57a1-cdea-52da-b537-e9050a78428b,rejected,"Official LoC OCR places Margaret and Daniel as separate given names in a property list; it does not identify Margaret Daniel and supplies no OSS or Box 166 bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,3a32ca70-207c-54d4-8e91-fbfd40e6001f,rejected,"Official LoC OCR identifies Mrs. Margaret Daniel of Richmond, Arkansas, as a grade-school principal in 1945. The common-name item supplies no private identifier, OSS context, Box 166 link, or second corroborating identifier, so the occupation cannot be assigned to the indexed person.",Codex archival review,before-oss-batch525-v1
candidate_match,0a54e9c4-edef-5eb6-8d04-62bd867fac7c,rejected,"Official LoC OCR lists Margaret and Daniel Sullivan as separate siblings in a 1905 notice; it does not identify Margaret Daniel. This is an adjacent-token collision predating the relevant generation.",Codex archival review,before-oss-batch525-v1
candidate_match,576db118-7074-59f8-91d5-00b618b59af4,rejected,"Official LoC OCR identifies a child named Robert McDaniel, not Robert J Daniel. The surname differs and the item supplies no OSS or Box 166 bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,4e38e9f5-51b8-5304-8928-b603d8a59f2d,rejected,"Official LoC OCR lists Robert Leonard Daniel in a 1945 probate notice. It supplies no matching middle initial J, private identifier, OSS context, Box 166 link, occupation, or other identity bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,401a91d9-9b22-5d24-9bab-5cdccd2500cb,rejected,"Official LoC OCR identifies Robert S. Daniel Jr. and Robert S. Daniel III in a 1961 probate notice. The middle initial conflicts with J and the postwar item supplies no OSS or Box 166 bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,ccf8482a-9e5a-5572-b6c7-d22b75e62cb0,rejected,"Official LoC OCR identifies Virginia financier and state senator Robert W. Daniel. The middle initial conflicts with the indexed J and the biography supplies no OSS or Box 166 bridge.",Codex archival review,before-oss-batch525-v1
candidate_match,e743f760-86d2-5727-bd6e-57ccfc9d4edf,rejected,"Official LoC OCR lists Robert Cruz and Daniel Lujan as separate patrol boys; it does not identify Robert J Daniel and supplies no OSS or Box 166 bridge.",Codex archival review,before-oss-batch525-v1
