target_type,target_id,decision,rationale,reviewer,decision_version
candidate_match,53d4aa74-9d81-5347-a586-42b5b55bd5ff,rejected,"The August 29, 1939 Evening Star item names Francis A. McCann as an organizational secretary, not indexed Francis L. McCann. The middle initial conflicts and no corroborating identifier supports a match.",Before OSS batch 628 source review,batch-628b-loc-v1
candidate_match,b247bcd7-ec16-541d-9d0e-c1a1464c4424,rejected,"The May 26, 1940 Evening Star context names James McCann as an alternate and does not identify indexed Francis L. McCann. It supplies no identity or employment evidence for this person.",Before OSS batch 628 source review,batch-628b-loc-v1
candidate_match,78f36cfb-c5dc-50eb-9853-6545edcb377f,rejected,"The January 28, 1943 Evening Star item names Francis A. McCann of Laurel, not indexed Francis L. McCann. The middle initial conflicts and no corroborating identifier supports a match.",Before OSS batch 628 source review,batch-628b-loc-v1
candidate_match,46ccf528-2ee2-504a-898f-3821814809b6,rejected,"The August 20, 1946 Waterbury Democrat OCR context is a postwar radio schedule containing Aunt Mary and Alfred McCann as separate program text. It does not identify indexed Mary G. McCann or document her employment.",Before OSS batch 628 source review,batch-628b-loc-v1
candidate_match,fe0e2764-6a90-52b0-a188-f6c642474651,rejected,"The August 21, 1946 Waterbury Democrat OCR context is a postwar radio schedule containing Aunt Mary and Alfred McCann as separate program text. It does not identify indexed Mary G. McCann or document her employment.",Before OSS batch 628 source review,batch-628b-loc-v1
candidate_match,6a4f256c-b2a0-5154-a35a-3e06c494331f,rejected,"The June 24, 1940 Evening Star sports results name a Nancy McCandlish in a tennis match, but provide no corroborating identifier, institutional expansion, occupation, or employment evidence tying her to this index record. The exact name alone is insufficient.",Before OSS batch 628 source review,batch-628b-loc-v1
candidate_match,17803883-1032-541a-9b6b-71b6397b085c,rejected,"The August 9, 1917 Washington Times item identifies a William X. McCall, not indexed William S. McCall. The middle initial conflicts, the item is temporally remote, and it supplies no evidence for this index person.",Before OSS batch 628 source review,batch-628b-loc-v1
candidate_match,77b96bc5-65aa-57ab-b3f4-18658c8e5bb0,rejected,"The June 16, 1911 Detroit Times fragment names William H. McCall, not indexed William S. McCall. The middle initial conflicts, the item is temporally remote, and it supplies no evidence for this index person.",Before OSS batch 628 source review,batch-628b-loc-v1
candidate_match,1bd64a86-5ef5-5810-b782-7358bb26aeb2,rejected,"The August 24, 1942 Evening Star obituary identifies William J. McCabe, not indexed William W. McCabe. The middle initial conflicts and it cannot resolve the index record's existing duplicate-identifier conflict.",Before OSS batch 628 source review,batch-628b-loc-v1
candidate_match,f48b3f72-b3a1-5fe0-b036-849fcf587dcc,rejected,"The September 10, 1938 Evening Star obituary names William A. McCabe as a survivor, not indexed William W. McCabe. The middle initial conflicts and it cannot resolve the index record's existing duplicate-identifier conflict.",Before OSS batch 628 source review,batch-628b-loc-v1
candidate_match,4a5a8ce9-7ee4-5b31-9178-0fd5333e4653,rejected,"The June 1, 1946 Waterbury Democrat item identifies William L. McCabe as a Veterans Administration finance director, not indexed William W. McCabe. The middle initial conflicts, the item is postwar, and it cannot resolve the index record's existing duplicate-identifier conflict.",Before OSS batch 628 source review,batch-628b-loc-v1
research_status,e52b5081-fce2-5a71-8336-abd31a63b2ca,in_progress,"The exact-name LoC pass returned no discovery candidate for William P. McCalliard; continue the minimum protocol with official military, directory, obituary, institutional, and archival sources.",Before OSS batch 628 source review,batch-628b-loc-v1
research_status,980ba55e-a7fc-5243-a93f-75c84523f36c,in_progress,"The two LoC candidates concerned William X. or William H. McCall rather than indexed William S. McCall; continue official military, directory, obituary, institutional, and archival research.",Before OSS batch 628 source review,batch-628b-loc-v1
research_status,c09ccaaa-7681-564a-8893-b59d695924b5,in_progress,"The exact-name LoC pass returned no discovery candidate for Assunta S. McCabe; continue the minimum protocol with official military, directory, obituary, institutional, and archival sources.",Before OSS batch 628 source review,batch-628b-loc-v1
research_status,75681bee-861f-5ac5-abdb-1bd72e601965,in_progress,"The three LoC candidates concerned Francis A. McCann or a James McCann rather than indexed Francis L. McCann; continue official military, directory, obituary, institutional, and archival research.",Before OSS batch 628 source review,batch-628b-loc-v1
research_status,241d9592-f869-5fd4-a581-4a2bb1cd7813,in_progress,"The exact-name LoC pass returned no discovery candidate for Leo C. McCaleb; continue the minimum protocol with official military, directory, obituary, institutional, and archival sources.",Before OSS batch 628 source review,batch-628b-loc-v1
research_status,e93e5ecb-8c29-5043-a0cb-dbe9d1b9e6b1,in_progress,"The exact-name LoC pass returned no discovery candidate for Leo H. McCall; continue the minimum protocol with official military, directory, obituary, institutional, and archival sources.",Before OSS batch 628 source review,batch-628b-loc-v1
research_status,ccd594fa-d511-55ba-a465-a9cda3e3bde7,in_progress,"The exact-name LoC pass returned no discovery candidate for Margaret T. McCann; continue the minimum protocol with official military, directory, obituary, institutional, and archival sources.",Before OSS batch 628 source review,batch-628b-loc-v1
research_status,9a2c2441-e632-5515-9336-ac5a754e6af7,in_progress,"The two LoC candidates were postwar radio-schedule fragments that did not identify Mary G. McCann; continue official military, directory, obituary, institutional, and archival research.",Before OSS batch 628 source review,batch-628b-loc-v1
research_status,5a051b4f-2624-52b8-adb9-9e2e50201832,in_progress,"The sole LoC candidate was an exact-name 1940 tennis result without a corroborating identifier, occupational evidence, or a named institution that could be expanded reliably; continue official, directory, obituary, institutional, and archival research.",Before OSS batch 628 source review,batch-628b-loc-v1
