target_type,target_id,decision,rationale,reviewer,decision_version
candidate_match,f2331233-bcab-5ffc-95c7-c614a5a9a8ef,conflicting,"The same protected identifier is printed for adjacent indexed people Adalbert E. Meyer and Albert L. Meyer. They remain separate and require comparison of Boxes 520 and 521; no duplicate merge is authorized.",Before OSS batch 654 identity review,batch-654-identity-v1
candidate_match,7bfc0ee3-eaca-5fd2-8112-bbe9115ff7f2,conflicting,"The protected identifier printed for Adalbert E. Meyer resolves in the official Army bulk file to Albert L. Meyer, the adjacent index entry. The mismatch is preserved as a conflict pending both personnel files.",Before OSS batch 654 identity review,batch-654-identity-v1
candidate_match,1bef2a46-2b3f-5ea0-9952-e2ee08462826,conflicting,"The same protected identifier is printed for adjacent indexed people Albert L. Meyer and Adalbert E. Meyer. The rows remain separate even though the official Army name agrees with Albert L. Meyer.",Before OSS batch 654 identity review,batch-654-identity-v1
candidate_match,50f880f9-e921-5cc3-9d68-acb739a39a05,accepted,"Indexed Albert L. Meyer and official Army MEYER ALBERT L agree in full name and protected identifier. Because that number is also printed on the adjacent Adalbert E. Meyer row, the identity is probable rather than treated as fully settled.",Before OSS batch 654 identity review,batch-654-identity-v1
candidate_match,fbe2059e-eb4c-5c76-828d-f68507c7265d,accepted,"Indexed Christian D. Meyer and official Army MEYER CHRISTIAN D JR share a nonshared protected identifier and agree in surname, given name, and middle initial; the Army entry adds Jr.",Before OSS batch 654 identity review,batch-654-identity-v1
candidate_match,3b1e8996-11a4-5885-b6ab-72daf0b31d0c,accepted,"Indexed Private Frederick Meyer and official Army MEYER FREDERIC H share a nonshared protected identifier and compatible rank. The spelling and added middle initial are preserved as documented variants rather than silently substituted.",Before OSS batch 654 identity review,batch-654-identity-v1
candidate_match,188d45b2-6a46-574f-ace7-c6d658cf8197,accepted,"Indexed Technical Sergeant Gerhard A. Meyer and official Army MEYER GERHARD A M share a nonshared protected identifier and agree in the indexed name. The index note possibly still requires Box 521 review.",Before OSS batch 654 identity review,batch-654-identity-v1
candidate_match,4bc1e6b3-219f-53d1-8e21-5135e21b5fa5,accepted,"Indexed John H. Mettler and official Army METTLER JOHN H share a nonshared protected identifier and agree in surname, given name, and middle initial.",Before OSS batch 654 identity review,batch-654-identity-v1
candidate_match,5e4f27f2-8540-52d8-8938-cf204b84d02f,accepted,"Indexed Private First Class Lothar Metzl and official Army METZL LOTHAR share a nonshared protected identifier; the match is independently corroborated by an institutional biography grounded in his OSS personnel file.",Before OSS batch 654 identity review,batch-654-identity-v1
candidate_match,4344fbde-0d2a-58d5-ae49-29e7c9870b6e,conflicting,"The same protected identifier is printed for Rafael P. Mettuhen and Rafael P. Miettunen on different index pages and with different listed grades. Both source rows remain separate pending Boxes 520 and 522.",Before OSS batch 654 identity review,batch-654-identity-v1
candidate_match,c3d1c52e-70d7-52df-8376-1dced6c1c6e7,accepted,"Indexed Ronald I. Metz and official Army METZ RONALD I share a nonshared protected identifier and agree in surname, given name, and middle initial.",Before OSS batch 654 identity review,batch-654-identity-v1
candidate_match,a5dbceb1-e9e8-51fd-9f65-051719b1d3b6,accepted,"Indexed Technician Fifth Grade Walter J. Meuller and official Army MUELLER WALTER J share a nonshared protected identifier. The transposed index spelling Meuller and Army spelling Mueller are preserved as documented variants.",Before OSS batch 654 identity review,batch-654-identity-v1
