target_type,target_id,decision,rationale,reviewer,decision_version
candidate_match,fc81eb97-6e17-5ee9-bf84-9f6dce87877d,accepted,"Peter Dinos agrees by exact name and a nonshared protected identifier with official Army bulk ordinal 3686392. Identity only; no employer or OSS transfer date is inferred.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,9d1f1680-acc1-5c9c-91d3-18e03766012a,accepted,"Arthur W Dintaman agrees by exact name, middle initial, and nonshared protected identifier with Army bulk ordinal 4580496. Later stamp-engraving work is not backdated.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,d97a1e5b-84e3-5e95-9fa3-cf2fe471e71d,accepted,"Damon S Diomandes agrees by exact name, initial, and nonshared protected identifier with Army bulk ordinal 2587664. USASOC independently identifies wartime OSS service; neither source names a prior employer.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,5b06dff4-d9bd-51f5-8703-826997a635e2,accepted,"James Diomatares agrees by unusual exact name and nonshared protected identifier with Army bulk ordinal 4514389. Identity only; no employer is inferred.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,3fa59d35-44a6-55c2-97d2-8df29465c878,accepted,"Indexed George J D'Ioria and Army DIORIO GEORGE J at ordinal 2614408 share a nonshared protected identifier and given-name initial. Preserve both surname spellings; no prior employer is inferred.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,1f92d7b3-b570-5f4f-8fb7-141636ffd0e7,accepted,"Indexed Anthony N Dipiano and Army DI PIANO ANTHONY N at ordinal 8920209 differ only in surname spacing and share a nonshared protected identifier. Identity only.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,f8852be4-f65b-5915-80fc-f385ce9a3d45,accepted,"William C Dippert agrees by full name, initial, and nonshared protected identifier with Army bulk ordinal 7254572. The indexed Sergeant grade is consistent; no employer is inferred.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,4e258fb3-bd8d-576f-a157-87d994a7510b,accepted,"Indexed Gene J DiQuinzo and Army DI QUINZIO GENE J at ordinal 3682076 share a nonshared protected identifier. Preserve the spacing and vowel differences as unresolved source spellings.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,8d7b05b3-237e-5eea-9165-219a4f5b38cd,accepted,"Indexed Victor J DiRocco and Army DI ROCCO VICTOR J share a nonshared protected identifier. This Army entry is one of two bulk entries for the same identifier, not a second person; Frank J DiRocco remains separate.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,dfec0115-7c71-5d40-a249-61eeba76ef05,accepted,"Second Army DI ROCCO VICTOR J bulk entry has the same protected identifier as the indexed Victor. Retain the duplicate-looking entry without treating it as independent corroboration or merging Frank J DiRocco.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,214e3960-aaf2-59f9-8129-d18d7f5ade88,accepted,"Indexed William E Dirof and Army DIROLF WILLIAM E at ordinal 430699 share a nonshared protected identifier. Preserve both one-letter surname variants pending file review.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,229e5178-bccd-50d3-89c7-fc68c51b9644,accepted,"Indexed Joseph Disanto and Army DI SANTO JOSEPH at ordinal 2231383 share a nonshared protected identifier. This does not bridge a same-name obituary or establish a pre-OSS Ford job.",Before OSS batch 587 source review,batch-587-army-v1
candidate_match,fca1dc52-d03b-58d6-9043-b374e2e20235,accepted,"William Disanza agrees by exact name and nonshared protected identifier with Army bulk ordinal 8740943. An independent oral history supports the wartime path, not a named last civilian employer.",Before OSS batch 587 source review,batch-587-army-v1
